1,710
1,571
1,329
1,1133
1,1609
1,1294
1,334
1,1571
1,397
1,1577
1,1537
1,992
1,808
1,347
1,311
1,63
1,973
1,1001
1,463
1,1649
1,269
1,138
1,1049
1,1230
1,135
1,503
1,1028
1,1437
1,856
1,516
1,1246
2,579
2,1618
2,153
2,343
2,1518
2,1588
2,1431
2,941
2,1236
2,1588
2,547
2,830
2,822
2,801
2,92
3,1425
3,845
3,402
3,465
3,202
3,574
3,167
3,800
3,1443
3,1288
3,94
3,922
3,255
3,1555
3,1405
3,1632
3,180
3,808
3,1116
3,484
3,698
3,932
3,1447
4,1079
4,412
4,227
4,465
4,743
4,1600
5,243
5,900
5,161
6,46
7,666
7,933
7,786
7,1477
7,737
7,562
7,866
7,676
7,1113
7,1007
7,177
7,127
7,218
7,1183
7,17
7,189
7,111
7,750
7,470
7,1382
7,769
7,1592
7,1358
7,750
7,1416
7,1040
7,509
7,506
7,1292
7,1162
7,547
7,94
7,1197
7,986
7,92
7,1574
7,1603
7,939
7,730
7,840
8,1514
8,112
8,1594
8,672
8,713
8,565
8,456
8,1256
8,350
8,1496
8,1494
9,671
9,10
9,1511
9,795
9,861
10,20
11,129
11,800
11,1613
11,571
11,253
11,1391
11,1443
11,1434
11,270
11,1450
11,409
11,1089
11,775
11,746
11,1655
11,1608
11,933
11,502
11,496
11,764
11,567
11,1473
11,653
11,1183
11,276
11,805
11,428
11,781
11,1308
11,156
11,941
11,501
11,714
11,631
11,1296
11,1164
11,1530
11,1312
11,799
11,561
11,918
11,79
11,1494
11,1434
11,473
11,1067
11,1159
12,1625
12,427
12,1329
12,1255
12,136
12,1270
12,1224
12,12
12,1226
12,1415
12,1590
12,794
12,917
12,1296
12,1606
12,435
12,1078
12,540
12,1123
12,1588
12,1459
12,1305
12,328
12,47
12,173
12,40
12,710
12,568
12,691
12,1478
12,100
13,376
13,1358
13,1226
13,834
13,1137
13,1659
13,3
13,221
13,1087
13,102
13,1532
13,718
13,22
13,106
13,108
13,1007
13,1289
13,1350
13,157
13,949
13,1120
13,1167
13,1379
13,1291
13,533
13,456
13,1437
13,1080
13,1217
13,1264
13,632
13,1003
14,134
14,1239
14,131
14,1159
14,544
14,1604
14,382
14,7
14,1058
14,721
14,107
14,846
14,453
14,1202
14,744
14,180
14,714
14,255
14,1234
14,1455
14,6
14,685
15,1076
15,417
15,1302
16,785
16,961
16,140
16,305
16,359
16,1047
16,1041
16,1163
16,1316
16,405
16,190
16,1617
16,1557
16,433
16,536
16,729
16,691
16,1314
16,1526
16,1451
17,801
17,956
17,1552
17,552
17,1052
17,1120
17,1221
17,862
17,1228
17,456
17,1273
17,266
17,418
17,1002
17,1620
17,1254
17,1593
17,1237
17,47
17,1438
17,912
17,141
17,642
17,1045
17,404
17,886
17,723
17,1659
17,1293
17,1536
17,1029
17,945
17,83
17,535
17,912
17,490
17,602
17,1120
17,1402
17,540
17,426
17,91
17,491
17,1010
17,658
18,317
18,1147
18,131
18,472
18,1281
18,311
18,1433
18,1562
18,338
18,753
18,414
18,1529
18,1494
18,342
18,1274
18,481
18,1513
18,440
18,1582
18,1002
18,1253
18,207
18,32
18,607
18,902
18,350
18,1409
18,371
18,96
18,920
18,1590
18,840
18,731
18,593
18,632
18,972
18,385
18,1001
18,352
18,325
18,698
18,260
18,860
18,685
18,346
18,219
18,216
18,1040
18,1355
19,1615
19,381
19,919
19,1067
19,1449
19,471
19,1172
20,216
20,618
20,708
20,1351
20,41
20,730
20,1229
20,1271
20,100
20,694
20,1294
20,1625
20,1419
20,1508
20,791
20,1418
20,933
20,1629
20,394
20,1574
20,58
21,897
21,418
21,889
21,1299
21,127
21,1611
21,1514
21,1514
21,655
21,667
21,685
21,1415
21,511
21,1246
21,341
21,723
21,1246
21,1387
21,533
21,1490
21,66
21,379
21,472
21,79
21,1411
21,1338
21,973
21,501
21,1353
21,559
21,831
21,1023
21,1648
21,26
21,1400
21,951
21,1201
21,971
21,742
21,500
21,743
21,330
22,1138
22,39
22,1608
22,177
22,1266
22,538
22,868
22,371
22,546
22,922
22,798
22,691
22,70
22,827
22,307
22,461
23,1575
23,87
23,1534
23,440
23,1190
23,977
23,1351
23,362
23,776
23,1146
24,310
24,1026
24,1554
24,1088
24,912
24,56
24,34
24,673
24,745
24,960
24,49
24,336
24,1341
24,1221
24,391
24,1489
24,383
24,487
24,1527
24,616
24,1549
24,400
24,1053
24,1595
24,637
24,1043
24,1380
24,152
24,1413
24,1659
24,1346
24,1423
24,6
24,1479
24,910
24,183
24,348
24,1152
24,148
24,293
24,459
24,1615
24,1253
24,904
24,239
24,351
25,245
25,868
25,1152
25,96
25,715
25,105
25,1221
25,81
25,924
25,40
25,1334
25,586
25,1097
25,1611
25,482
25,1093
25,1094
25,519
25,1257
25,1309
25,871
25,1489
25,255
25,1264
25,947
25,71
25,1196
25,1262
25,257
25,783
25,805
25,1507
25,703
25,1650
25,1418
25,196
25,214
26,713
26,1365
26,1229
26,486
26,1563
26,408
26,526
26,1057
27,912
27,1491
27,1175
27,1566
27,1096
27,300
27,1458
27,1628
27,1161
27,1582
27,746
27,1176
27,1578
27,809
27,744
27,1172
27,560
27,704
27,514
27,521
27,506
27,557
27,1055
27,1408
27,731
27,1652
27,663
27,1302
27,1157
27,343
27,1116
27,109
27,177
27,1040
27,803
27,584
27,512
27,679
27,1253
27,411
27,710
27,1180
28,757
28,1630
28,1643
28,81
28,701
28,645
28,195
28,1625
28,1543
28,1423
28,1398
28,5
28,1155
28,926
28,399
