80,1
80,2
81,3
80,4
86,5
81,8
490,9
490,10
222,11
13,12
13,13
223,16
492,17
492,18
222,19
90,20
15,22
222,23
224,25
364,26
89,27
223,30
224,32
89,33
18,34
17,35
365,36
228,38
365,39
19,40
512,41
233,42
233,43
367,44
19,45
20,46
508,47
375,48
510,49
381,51
512,52
380,53
20,54
235,55
238,56
380,57
383,58
240,60
96,61
527,62
527,63
22,64
251,65
251,66
527,67
528,68
112,69
23,70
112,71
528,72
119,73
120,74
120,75
116,76
530,77
251,78
252,79
255,80
252,81
23,82
26,83
114,84
252,85
116,86
116,87
253,88
255,89
258,90
392,91
256,92
394,93
258,94
397,95
258,96
256,97
28,98
30,99
256,100
543,101
262,102
399,103
263,104
30,105
31,106
548,107
401,108
266,109
268,110
128,111
128,112
128,113
134,114
134,115
271,116
271,117
564,119
272,120
564,122
564,123
272,124
564,127
409,133
284,134
284,135
286,142
293,143
295,148
154,149
154,150
298,151
154,152
298,153
298,154
43,155
155,156
160,157
298,158
161,159
584,160
301,161
44,162
300,163
162,164
44,165
45,166
301,167
301,168
46,169
48,171
48,176
430,178
49,179
430,182
430,183
50,184
430,186
432,188
52,189
308,190
438,191
596,192
309,193
53,194
53,195
53,196
57,197
57,198
53,199
53,200
198,201
1,202
68,203
3,204
458,205
3,206
198,207
198,208
68,209
66,210
198,211
71,212
72,213
3,214
71,215
458,216
458,217
461,218
71,220
461,221
3,222
461,223
324,224
324,225
324,226
202,227
4,228
202,229
200,231
200,232
324,233
202,234
5,235
5,236
4,237
330,238
325,239
466,240
326,241
207,242
210,243
202,244
330,245
325,246
204,247
204,248
466,249
6,250
207,251
208,252
208,253
332,254
479,255
482,256
216,257
207,258
332,259
479,260
470,262
341,263
210,264
215,265
337,266
10,267
6,268
482,269
482,270
210,271
350,273
488,274
217,275
218,276
357,277
100,278
100,279
100,280
101,281
101,282
102,283
103,284
101,285
102,286
516,287
516,288
104,289
104,290
517,291
517,292
107,293
336,294
384,294
